Family,Individual,RandomNmbr,Population,Elk?,Notes,Florettes,Flors per stalk,Date of Flwr,Date of Srvy,Total Height(mm),Stalks,Grey Beetle,Aphid,Ant,BlackOrangeWasp,Syrphid Fly,RedBlackFly,LargeHairyFly,Tiny Fly,GreenTrueBug,SkinnyBlackFly,BlackYellowFly,TinyRedSpider,BrightGreenFly,GreyMoth,BlackWasp,Wasp,HumpbackFly,Thrips,SkinnyBee,FruitFly,BrownFly,HoneyBee,BigBlackFly,BlackGreyFly,Microbutterfly,LongHornBeetle,BrightGreenSpider,SkinnyBrownSpider,BlackWhiteFly,OrangeYellowHairyBee,BlackOrangeButterfly
K Out 40,B,0.44867552,K Out,Yes,,60,30,67,,289,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K Out 40,oC,0.008217266,K Out,Yes,,58,58,77,,299,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kiwi 10,A Keeli,0.432583263,Keeli,Yes,,217,72.33333333,63,,348,3,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,B Keeli,0.296075957,Keeli,Yes,,178,44.5,63,,367,4,13,58,1,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,C Keeli,0.304881015,Keeli,Yes,,90,45,65,,429,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,F Keeli,0.415561481,Keeli,Yes,,73,73,67,,286,1,14,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,E Keeli,0.763585345,Keeli,Yes,,157,78.5,77,,361,2,14,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,F Keeli,0.779721837,Keeli,Yes,,84,84,84,,275,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,G Keeli,0.345141163,Keeli,Yes,,150,75,84,,554,2,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,I Keeli,0.064382046,Keeli,Yes,,66,22,91,,256,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,J Keeli,0.919285776,Keeli,Yes,,37,12.33333333,91,,206,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,K Keeli,0.635076754,Keeli,Yes,,63,31.5,91,,355,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 10,L Keeli,0.600159438,Keeli,Yes,,37,37,91,,305,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,A Keeli,0.5187766,Keeli,Yes,,48,24,58,,384,2,7,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kiwi 28,C Keeli,0.872850107,Keeli,Yes,,54,54,93,,415,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick In #9A,A,0.264265575,K In,No,,126,42,77,,340,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick In 23A,A,0.313905772,K In,No,,55,27.5,84,,254,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick Out 37A,A,0.478822483,K Out,Yes,,96,96,84,,395,1,8,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
K Out 38,Kendrick Out 38A,0.648823141,K Out,Yes,only 2 survey,76,76,72,,465,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 17,oA,0.629929807,Keeli,Yes,,50,16.66666667,77,,375,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 17,oB,0.077285271,Keeli,Yes,,56,18.66666667,77,,341,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 17,C,0.243219356,Keeli,Yes,,127,63.5,77,,264,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kiwi 17,D,0.61729894,Keeli,Yes,,86,21.5,77,,419,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Kiwi 17,E,0.320576561,Keeli,Yes,,68,34,84,,356,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 17,F,0.970585421,Keeli,Yes,,71,71,93,,396,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 18,B,0.768083875,Keeli,Yes,,227,227,60,,361,1,59,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kiwi 18,C,0.171499155,Keeli,Yes,,274,91.33333333,72,,414,3,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 18,E,0.137931066,Keeli,Yes,,151,37.75,91,,405,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 18,F,0.227655302,Keeli,Yes,,56,28,91,,455,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,A,0.529832352,Keeli,Yes,,156,156,63,,503,1,44,16,2,1,0,0,0,4,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,B,0.285818807,Keeli,Yes,,264,132,72,,369,2,20,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,C,0.839986176,Keeli,Yes,,35,35,77,,336,1,9,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,D,0.977428043,Keeli,Yes,,72,24,84,,396,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 28,E,0.896337953,Keeli,Yes,,108,36,84,,322,3,12,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Kiwi 28,F,0.246898634,Keeli,Yes,,13,6.5,91,,366,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 2,A,0.097693719,Keeli,Yes,,144,72,56,,457,2,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 2,B,0.459270698,Keeli,Yes,,58,14.5,65,,453,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kiwi 2,C,0.994934544,Keeli,Yes,,152,76,78,,525,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi 2,D,0.950763154,Keeli,Yes,,95,23.75,86,,107,4,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 2,A,0.785765942,Thorpe,No,,25,25,91,,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 2,B,0.341528902,Thorpe,No,,36,12,93,,383,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 4,A,0.168288665,Thorpe,No,,178,89,84,,561,2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 4,B,0.533631661,Thorpe,No,,141,47,84,,137,3,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
Thorpe 4,C,0.688672649,Thorpe,No,,17,8.5,91,,285,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 4,D,0.854550727,Thorpe,No,,7,7,100,,229,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 4,E,0.284847689,Thorpe,No,,32,16,105,,363,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 4,F,0.043706164,Thorpe,No,,8,2.666666667,107,,325,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 5,A,0.431090996,Thorpe,No,,86,86,91,,284,1,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Thorpe 5,oB,0.645378136,Thorpe,No,,91,45.5,93,,438,2,13,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 5,C,0.21332078,Thorpe,No,,33,6.6,100,,328,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 5,D,0.506864875,Thorpe,No,,38,19,100,,293,2,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorpe 5,E,0.501645569,Thorpe,No,,65,65,105,,388,1,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrope 5,F,0.163694123,Thorpe,No,,19,19,105,,305,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
